Date,Country,City,Specie,count,min,max,median,variance
2024-08-12,SE,Stockholm,pm25,96,2.0,20.0,5.0,41.05
2024-10-24,SE,Stockholm,pm25,96,11.0,26.0,18.0,131.39
2025-01-02,SE,Stockholm,pm25,96,4.0,19.0,6.0,101.58
2025-02-02,SE,Stockholm,pm25,96,5.0,37.0,16.0,676.52
2025-05-09,SE,Stockholm,pm25,96,8.0,74.0,11.0,876.1
2025-11-18,SE,Stockholm,pm25,5,8.0,12.0,9.0,27.0
2024-04-30,SE,Stockholm,pm25,96,12.0,128.0,24.0,3309.0
2024-05-26,SE,Stockholm,pm25,96,13.0,81.0,40.0,4353.64
2024-06-06,SE,Stockholm,pm25,96,15.0,36.0,23.0,250.37
2025-02-09,SE,Stockholm,pm25,96,28.0,74.0,36.0,1180.45
2025-05-25,SE,Stockholm,pm25,96,12.0,29.0,20.0,189.7
2024-01-29,SE,Stockholm,pm25,96,10.0,63.0,27.0,2321.15
2024-02-26,SE,Stockholm,pm25,96,31.0,53.0,44.0,316.89
2025-07-08,SE,Stockholm,pm25,72,5.0,22.0,11.0,119.25
2025-07-22,SE,Stockholm,pm25,48,14.0,45.0,31.0,829.72
2024-07-24,SE,Stockholm,pm25,96,10.0,32.0,17.0,250.84
2024-12-24,SE,Stockholm,pm25,96,5.0,49.0,15.0,716.0
2025-01-16,SE,Stockholm,pm25,96,5.0,17.0,7.0,90.03
2025-10-16,SE,Stockholm,pm25,120,6.0,21.0,11.0,112.66
2024-03-06,SE,Stockholm,pm25,96,14.0,74.0,29.0,2637.53
2024-06-03,SE,Stockholm,pm25,96,20.0,62.0,35.0,566.51
2024-10-20,SE,Stockholm,pm25,96,20.0,66.0,50.0,1811.18
2024-12-29,SE,Stockholm,pm25,96,2.0,16.0,5.0,150.71
2025-04-18,SE,Stockholm,pm25,96,9.0,53.0,38.0,1888.6
2024-11-16,SE,Stockholm,pm25,96,3.0,23.0,11.0,287.96
2025-01-13,SE,Stockholm,pm25,96,4.0,15.0,9.0,78.3
2025-01-15,SE,Stockholm,pm25,96,5.0,22.0,9.0,201.54
2025-03-14,SE,Stockholm,pm25,96,8.0,82.0,26.0,5264.63
2024-05-19,SE,Stockholm,pm25,96,20.0,56.0,30.0,613.58
2024-10-01,SE,Stockholm,pm25,96,4.0,31.0,12.0,301.11
2024-12-05,SE,Stockholm,pm25,96,8.0,47.0,18.0,1031.23
2024-12-25,SE,Stockholm,pm25,96,3.0,10.0,6.0,26.84
2025-06-09,SE,Stockholm,pm25,96,8.0,37.0,16.0,334.31
2024-01-14,SE,Stockholm,pm25,96,4.0,39.0,8.0,800.1
2024-06-11,SE,Stockholm,pm25,96,5.0,31.0,11.0,298.46
2025-10-20,SE,Stockholm,pm25,120,4.0,23.0,10.0,165.29
2024-05-15,SE,Stockholm,pm25,96,12.0,47.0,21.0,611.01
2024-12-17,SE,Stockholm,pm25,96,3.0,50.0,18.0,1482.7
2025-04-27,SE,Stockholm,pm25,96,6.0,31.0,14.0,293.1
2025-05-15,SE,Stockholm,pm25,96,4.0,20.0,11.0,166.67
2025-06-16,SE,Stockholm,pm25,96,13.0,46.0,31.0,868.18
2025-08-23,SE,Stockholm,pm25,96,3.0,46.0,5.0,370.88
2025-09-21,SE,Stockholm,pm25,96,6.0,37.0,26.0,440.39
2024-03-04,SE,Stockholm,pm25,81,33.0,63.0,53.0,296.86
2024-06-25,SE,Stockholm,pm25,96,6.0,29.0,14.0,237.61
2024-10-19,SE,Stockholm,pm25,96,19.0,50.0,32.0,614.31
2024-11-27,SE,Stockholm,pm25,96,3.0,16.0,10.0,140.71
2025-04-17,SE,Stockholm,pm25,96,22.0,55.0,38.0,756.98
2024-03-25,SE,Stockholm,pm25,94,8.0,41.0,19.0,630.26
2025-03-08,SE,Stockholm,pm25,96,31.0,95.0,58.0,1382.1
2025-04-19,SE,Stockholm,pm25,96,5.0,53.0,11.0,1548.94
2025-05-24,SE,Stockholm,pm25,96,4.0,20.0,9.0,147.3
2025-10-30,SE,Stockholm,pm25,120,5.0,30.0,14.0,378.07
2024-02-05,SE,Stockholm,pm25,96,5.0,59.0,9.0,2741.78
2024-02-23,SE,Stockholm,pm25,96,6.0,53.0,20.0,1990.24
2024-04-03,SE,Stockholm,pm25,96,9.0,20.0,11.0,33.89
2024-04-11,SE,Stockholm,pm25,96,5.0,43.0,18.0,453.66
2025-03-18,SE,Stockholm,pm25,96,5.0,62.0,25.0,2777.53
2025-08-22,SE,Stockholm,pm25,96,3.0,20.0,10.0,158.7
2024-02-01,SE,Stockholm,pm25,96,4.0,41.0,16.0,810.3
2024-06-19,SE,Stockholm,pm25,96,5.0,31.0,15.0,343.28
2024-08-04,SE,Stockholm,pm25,96,14.0,35.0,26.0,213.33
2024-11-07,SE,Stockholm,pm25,96,4.0,52.0,15.0,1105.32
2025-02-25,SE,Stockholm,pm25,96,20.0,56.0,39.0,1000.28
2025-09-28,SE,Stockholm,pm25,76,4.0,36.0,11.0,400.72
2024-02-14,SE,Stockholm,pm25,96,22.0,55.0,41.0,1001.65
2024-07-15,SE,Stockholm,pm25,86,7.0,22.0,12.0,92.62
2024-07-29,SE,Stockholm,pm25,96,5.0,13.0,8.0,41.81
2024-09-03,SE,Stockholm,pm25,96,7.0,16.0,12.0,54.09
2025-08-13,SE,Stockholm,pm25,96,6.0,22.0,14.0,150.79
2025-05-23,SE,Stockholm,pm25,96,4.0,25.0,10.0,338.5
2025-06-26,SE,Stockholm,pm25,96,9.0,27.0,18.0,222.52
2025-08-25,SE,Stockholm,pm25,96,3.0,22.0,5.0,104.34
2024-02-04,SE,Stockholm,pm25,96,5.0,45.0,12.0,735.6
2024-03-26,SE,Stockholm,pm25,96,11.0,48.0,19.0,585.94
2024-10-22,SE,Stockholm,pm25,96,12.0,37.0,24.0,326.02
2025-02-15,SE,Stockholm,pm25,96,6.0,34.0,12.0,252.31
2025-04-30,SE,Stockholm,pm25,96,5.0,43.0,13.0,740.17
2025-03-21,SE,Stockholm,pm25,96,6.0,51.0,21.0,1029.81
2025-05-03,SE,Stockholm,pm25,96,3.0,26.0,7.0,234.91
2025-08-27,SE,Stockholm,pm25,96,5.0,36.0,11.0,307.63
2024-01-17,SE,Stockholm,pm25,96,6.0,20.0,13.0,160.63
2024-04-26,SE,Stockholm,pm25,96,3.0,29.0,11.0,458.29
2024-05-28,SE,Stockholm,pm25,96,16.0,58.0,46.0,1560.79
2024-10-08,SE,Stockholm,pm25,96,12.0,51.0,23.0,1265.15
2024-11-30,SE,Stockholm,pm25,96,5.0,25.0,14.0,156.28
2025-02-14,SE,Stockholm,pm25,96,6.0,42.0,12.0,481.36
2025-06-29,SE,Stockholm,pm25,72,6.0,29.0,13.0,473.1
2025-09-10,SE,Stockholm,pm25,96,23.0,52.0,40.0,429.52
2024-02-18,SE,Stockholm,pm25,96,3.0,48.0,13.0,1191.26
2024-03-11,SE,Stockholm,pm25,96,9.0,38.0,21.0,529.88
2024-03-27,SE,Stockholm,pm25,96,15.0,63.0,52.0,2724.23
2024-12-08,SE,Stockholm,pm25,96,21.0,44.0,30.0,369.67
2024-12-30,SE,Stockholm,pm25,96,2.0,28.0,12.0,747.42
2024-03-02,SE,Stockholm,pm25,96,50.0,64.0,57.0,93.74
2024-08-22,SE,Stockholm,pm25,90,8.0,84.0,16.0,3555.78
2025-06-06,SE,Stockholm,pm25,96,10.0,31.0,20.0,179.37
2025-10-12,SE,Stockholm,pm25,120,3.0,25.0,5.0,182.68
2024-06-10,SE,Stockholm,pm25,96,4.0,24.0,9.0,200.63
2025-04-08,SE,Stockholm,pm25,96,8.0,61.0,23.0,1426.88
2025-05-18,SE,Stockholm,pm25,96,6.0,21.0,12.0,150.73
2025-06-10,SE,Stockholm,pm25,96,8.0,69.0,16.0,4464.7
2025-09-27,SE,Stockholm,pm25,96,6.0,95.0,18.0,1314.79
2025-10-02,SE,Stockholm,pm25,120,13.0,37.0,27.0,342.24
2024-03-21,SE,Stockholm,pm25,96,22.0,59.0,36.0,600.21
2024-06-17,SE,Stockholm,pm25,96,7.0,45.0,16.0,1456.18
2024-07-05,SE,Stockholm,pm25,96,5.0,20.0,11.0,92.18
2024-09-05,SE,Stockholm,pm25,86,29.0,72.0,57.0,1079.11
2025-02-08,SE,Stockholm,pm25,96,21.0,59.0,34.0,883.98
2025-05-31,SE,Stockholm,pm25,96,3.0,21.0,7.0,234.91
2025-09-03,SE,Stockholm,pm25,96,9.0,52.0,18.0,613.12
2025-09-24,SE,Stockholm,pm25,96,5.0,30.0,7.0,354.16
2024-07-09,SE,Stockholm,pm25,96,6.0,20.0,11.0,76.94
2024-08-09,SE,Stockholm,pm25,95,9.0,33.0,16.0,274.45
2024-08-10,SE,Stockholm,pm25,96,6.0,25.0,12.0,151.46
2024-12-11,SE,Stockholm,pm25,96,6.0,33.0,14.0,421.87
2025-01-11,SE,Stockholm,pm25,96,3.0,13.0,7.0,36.74
2024-04-04,SE,Stockholm,pm25,96,8.0,43.0,13.0,304.18
2024-08-19,SE,Stockholm,pm25,96,7.0,34.0,17.0,382.46
2024-09-01,SE,Stockholm,pm25,96,7.0,27.0,12.0,330.94
2024-11-20,SE,Stockholm,pm25,93,6.0,37.0,10.0,572.49
2025-08-18,SE,Stockholm,pm25,96,6.0,20.0,11.0,122.09
2024-10-02,SE,Stockholm,pm25,96,4.0,19.0,8.0,75.15
2025-01-30,SE,Stockholm,pm25,96,2.0,37.0,9.0,616.35
2025-06-05,SE,Stockholm,pm25,96,10.0,64.0,22.0,2888.31
2025-07-30,SE,Stockholm,pm25,68,11.0,34.0,22.0,281.15
2025-09-12,SE,Stockholm,pm25,96,9.0,44.0,25.0,906.15
2025-09-18,SE,Stockholm,pm25,96,6.0,28.0,14.0,314.51
2024-02-08,SE,Stockholm,pm25,83,20.0,83.0,40.0,2032.81
2024-04-06,SE,Stockholm,pm25,96,2.0,38.0,14.0,672.84
2024-06-21,SE,Stockholm,pm25,96,5.0,46.0,13.0,939.34
2024-12-12,SE,Stockholm,pm25,96,8.0,54.0,15.0,1517.25
2025-07-18,SE,Stockholm,pm25,48,15.0,47.0,21.0,795.73
2024-12-01,SE,Stockholm,pm25,56,13.0,30.0,21.0,173.77
2025-03-02,SE,Stockholm,pm25,96,9.0,53.0,14.0,1188.61
2025-04-25,SE,Stockholm,pm25,96,5.0,27.0,11.0,424.91
2024-04-21,SE,Stockholm,pm25,96,11.0,24.0,16.0,110.34
2024-06-13,SE,Stockholm,pm25,88,8.0,43.0,17.0,849.13
2024-07-07,SE,Stockholm,pm25,96,8.0,34.0,12.0,266.53
2024-08-03,SE,Stockholm,pm25,71,10.0,33.0,17.0,285.38
2024-09-29,SE,Stockholm,pm25,96,2.0,14.0,5.0,62.66
2025-05-22,SE,Stockholm,pm25,96,4.0,40.0,13.0,924.56
2025-06-27,SE,Stockholm,pm25,80,6.0,35.0,18.0,512.5
2025-04-12,SE,Stockholm,pm25,96,8.0,26.0,13.0,185.16
2024-04-23,SE,Stockholm,pm25,96,17.0,48.0,26.0,377.74
2024-05-05,SE,Stockholm,pm25,96,7.0,27.0,16.0,161.95
2024-05-11,SE,Stockholm,pm25,95,8.0,26.0,13.0,190.77
2024-05-20,SE,Stockholm,pm25,96,3.0,26.0,9.0,152.92
2024-11-09,SE,Stockholm,pm25,96,10.0,40.0,21.0,460.45
2025-10-23,SE,Stockholm,pm25,120,26.0,71.0,55.0,875.7
2024-03-10,SE,Stockholm,pm25,96,10.0,29.0,16.0,249.05
2024-07-08,SE,Stockholm,pm25,96,6.0,24.0,11.0,91.87
2025-03-09,SE,Stockholm,pm25,96,31.0,94.0,51.0,1009.74
2025-08-24,SE,Stockholm,pm25,96,2.0,25.0,4.0,125.34
2025-10-13,SE,Stockholm,pm25,120,3.0,18.0,6.0,102.0
2025-11-03,SE,Stockholm,pm25,120,5.0,28.0,14.0,277.73
2024-03-15,SE,Stockholm,pm25,96,3.0,67.0,42.0,4860.1
2024-04-20,SE,Stockholm,pm25,96,9.0,32.0,20.0,256.41
2024-06-04,SE,Stockholm,pm25,96,9.0,30.0,16.0,261.05
2025-05-26,SE,Stockholm,pm25,96,11.0,39.0,21.0,457.02
2025-10-21,SE,Stockholm,pm25,120,5.0,38.0,26.0,948.6
2024-01-25,SE,Stockholm,pm25,96,2.0,21.0,7.0,170.46
2025-03-20,SE,Stockholm,pm25,96,11.0,70.0,36.0,2135.68
2025-04-23,SE,Stockholm,pm25,96,6.0,43.0,20.0,813.26
2025-05-02,SE,Stockholm,pm25,96,5.0,34.0,19.0,713.46
2025-09-08,SE,Stockholm,pm25,94,19.0,48.0,28.0,631.85
2025-10-25,SE,Stockholm,pm25,120,9.0,40.0,16.0,498.57
2025-07-19,SE,Stockholm,pm25,48,12.0,42.0,25.0,541.7
2025-08-19,SE,Stockholm,pm25,96,3.0,17.0,9.0,142.3
2025-09-15,SE,Stockholm,pm25,79,8.0,30.0,13.0,299.46
2024-07-30,SE,Stockholm,pm25,96,5.0,19.0,12.0,135.42
2025-05-01,SE,Stockholm,pm25,96,9.0,53.0,13.0,1426.53
2025-05-17,SE,Stockholm,pm25,96,7.0,26.0,11.0,200.84
2025-07-01,SE,Stockholm,pm25,72,6.0,30.0,10.0,329.55
2025-07-13,SE,Stockholm,pm25,49,15.0,60.0,30.0,1284.37
2025-05-08,SE,Stockholm,pm25,96,8.0,36.0,13.0,180.63
2025-07-06,SE,Stockholm,pm25,72,8.0,23.0,11.0,112.66
2025-10-15,SE,Stockholm,pm25,120,3.0,25.0,8.0,144.57
2024-01-15,SE,Stockholm,pm25,96,3.0,14.0,6.0,68.77
2024-04-28,SE,Stockholm,pm25,96,13.0,55.0,27.0,1468.35
2024-08-11,SE,Stockholm,pm25,96,2.0,39.0,6.0,819.99
2024-10-12,SE,Stockholm,pm25,96,6.0,21.0,10.0,177.32
2025-01-29,SE,Stockholm,pm25,96,3.0,36.0,18.0,801.82
2024-11-01,SE,Stockholm,pm25,96,3.0,19.0,7.0,153.05
2025-06-25,SE,Stockholm,pm25,96,8.0,31.0,16.0,319.98
2025-11-14,SE,Stockholm,pm25,120,3.0,23.0,8.0,254.36
2025-04-14,SE,Stockholm,pm25,96,9.0,61.0,48.0,2898.87
2025-05-16,SE,Stockholm,pm25,96,5.0,21.0,13.0,168.82
2025-07-03,SE,Stockholm,pm25,83,4.0,38.0,22.0,1367.99
2024-11-05,SE,Stockholm,pm25,96,5.0,30.0,13.0,313.95
2024-11-28,SE,Stockholm,pm25,96,2.0,16.0,8.0,120.19
2025-01-19,SE,Stockholm,pm25,96,3.0,38.0,20.0,614.54
2025-01-28,SE,Stockholm,pm25,96,15.0,40.0,26.0,429.79
2025-04-05,SE,Stockholm,pm25,96,3.0,68.0,11.0,1178.31
2025-09-25,SE,Stockholm,pm25,96,5.0,25.0,12.0,306.88
2024-01-07,SE,Stockholm,pm25,92,23.0,121.0,39.0,2657.25
2024-03-28,SE,Stockholm,pm25,96,34.0,61.0,47.0,397.73
2024-06-16,SE,Stockholm,pm25,96,8.0,49.0,17.0,828.8
2024-11-29,SE,Stockholm,pm25,96,4.0,25.0,10.0,221.74
2025-09-29,SE,Stockholm,pm25,96,6.0,15.0,10.0,38.97
2025-01-18,SE,Stockholm,pm25,96,10.0,36.0,24.0,301.26
2025-08-10,SE,Stockholm,pm25,96,6.0,25.0,15.0,279.58
2025-09-14,SE,Stockholm,pm25,96,7.0,35.0,17.0,490.42
2025-11-01,SE,Stockholm,pm25,120,3.0,17.0,7.0,119.12
2024-08-29,SE,Stockholm,pm25,96,32.0,98.0,51.0,1319.24
2024-09-18,SE,Stockholm,pm25,92,14.0,45.0,26.0,683.82
2025-09-19,SE,Stockholm,pm25,96,10.0,29.0,18.0,247.35
2024-07-17,SE,Stockholm,pm25,96,4.0,56.0,26.0,2136.92
2025-03-24,SE,Stockholm,pm25,96,20.0,66.0,46.0,2319.72
2025-09-01,SE,Stockholm,pm25,96,19.0,50.0,32.0,423.47
2024-09-27,SE,Stockholm,pm25,96,2.0,19.0,6.0,146.31
2025-03-16,SE,Stockholm,pm25,96,4.0,50.0,18.0,995.26
2025-03-31,SE,Stockholm,pm25,96,8.0,52.0,24.0,1091.35
2024-01-30,SE,Stockholm,pm25,96,25.0,58.0,41.0,884.1
2024-02-17,SE,Stockholm,pm25,96,1.0,37.0,5.0,531.58
2024-02-21,SE,Stockholm,pm25,96,10.0,33.0,20.0,212.1
2024-07-12,SE,Stockholm,pm25,96,7.0,59.0,17.0,530.79
2024-09-12,SE,Stockholm,pm25,96,5.0,22.0,9.0,94.95
2025-06-15,SE,Stockholm,pm25,96,10.0,30.0,16.0,162.44
2025-09-17,SE,Stockholm,pm25,96,6.0,22.0,12.0,144.94
2025-04-10,SE,Stockholm,pm25,96,8.0,30.0,17.0,377.22
2025-05-14,SE,Stockholm,pm25,96,3.0,27.0,14.0,378.76
2025-06-08,SE,Stockholm,pm25,96,8.0,17.0,12.0,47.26
2024-01-26,SE,Stockholm,pm25,96,3.0,35.0,9.0,650.91
2024-02-12,SE,Stockholm,pm25,96,14.0,54.0,37.0,962.26
2024-11-08,SE,Stockholm,pm25,96,9.0,37.0,17.0,383.2
2024-12-03,SE,Stockholm,pm25,96,1.0,26.0,7.0,431.35
2025-03-27,SE,Stockholm,pm25,96,7.0,51.0,26.0,1101.45
2025-07-04,SE,Stockholm,pm25,90,5.0,16.0,8.0,50.92
2025-07-11,SE,Stockholm,pm25,72,13.0,30.0,20.0,169.92
2025-05-06,SE,Stockholm,pm25,96,4.0,21.0,11.0,145.74
2025-11-10,SE,Stockholm,pm25,120,4.0,26.0,12.0,263.64
2024-11-26,SE,Stockholm,pm25,96,10.0,26.0,19.0,147.15
2025-02-28,SE,Stockholm,pm25,96,15.0,48.0,25.0,681.36
2025-03-05,SE,Stockholm,pm25,96,11.0,54.0,23.0,1627.81
2024-01-01,SE,Stockholm,pm25,95,8.0,54.0,14.0,1051.87
2024-02-07,SE,Stockholm,pm25,86,9.0,89.0,32.0,6341.45
2024-02-20,SE,Stockholm,pm25,96,7.0,35.0,24.0,523.44
2024-02-29,SE,Stockholm,pm25,95,16.0,82.0,35.0,1905.51
2024-06-18,SE,Stockholm,pm25,96,10.0,35.0,19.0,419.05
2025-08-02,SE,Stockholm,pm25,72,6.0,31.0,19.0,386.0
2025-10-05,SE,Stockholm,pm25,120,5.0,23.0,9.0,132.88
2025-11-12,SE,Stockholm,pm25,120,8.0,24.0,15.0,133.1
2025-01-31,SE,Stockholm,pm25,96,6.0,42.0,17.0,362.1
2025-03-29,SE,Stockholm,pm25,96,22.0,58.0,49.0,974.03
2025-04-06,SE,Stockholm,pm25,96,8.0,37.0,16.0,412.19
2025-08-14,SE,Stockholm,pm25,96,9.0,34.0,17.0,366.89
2025-11-07,SE,Stockholm,pm25,120,12.0,75.0,28.0,2949.04
2024-01-20,SE,Stockholm,pm25,96,20.0,92.0,37.0,2673.82
2024-05-08,SE,Stockholm,pm25,96,4.0,35.0,13.0,167.93
2025-05-27,SE,Stockholm,pm25,96,10.0,30.0,18.0,257.88
2024-02-16,SE,Stockholm,pm25,96,5.0,52.0,16.0,1863.09
2024-02-19,SE,Stockholm,pm25,96,5.0,36.0,27.0,1215.37
2025-02-23,SE,Stockholm,pm25,96,16.0,94.0,76.0,5247.75
2025-03-22,SE,Stockholm,pm25,96,12.0,45.0,24.0,903.89
2025-05-10,SE,Stockholm,pm25,96,8.0,31.0,13.0,233.74
2025-10-27,SE,Stockholm,pm25,96,4.0,38.0,10.0,490.32
2024-10-26,SE,Stockholm,pm25,56,21.0,45.0,37.0,463.63
2024-11-17,SE,Stockholm,pm25,96,3.0,18.0,11.0,153.55
2024-12-13,SE,Stockholm,pm25,96,6.0,53.0,17.0,1021.54
2025-01-03,SE,Stockholm,pm25,96,5.0,38.0,11.0,633.67
2025-01-21,SE,Stockholm,pm25,96,1.0,60.0,16.0,3076.4
2024-10-03,SE,Stockholm,pm25,96,7.0,28.0,15.0,392.84
2024-10-21,SE,Stockholm,pm25,96,14.0,64.0,39.0,3258.54
2024-12-14,SE,Stockholm,pm25,96,2.0,34.0,9.0,605.94
2024-03-20,SE,Stockholm,pm25,96,11.0,45.0,24.0,1069.83
2024-04-05,SE,Stockholm,pm25,96,4.0,46.0,12.0,834.73
2024-06-20,SE,Stockholm,pm25,96,7.0,29.0,13.0,206.42
2024-07-31,SE,Stockholm,pm25,96,13.0,34.0,21.0,178.95
2024-08-31,SE,Stockholm,pm25,96,10.0,42.0,23.0,940.21
2025-04-04,SE,Stockholm,pm25,96,9.0,36.0,17.0,376.62
2025-06-20,SE,Stockholm,pm25,68,6.0,14.0,9.0,25.64
2024-02-02,SE,Stockholm,pm25,96,5.0,54.0,13.0,2286.1
2024-08-18,SE,Stockholm,pm25,96,11.0,52.0,18.0,306.32
2024-08-30,SE,Stockholm,pm25,96,14.0,73.0,32.0,4154.36
2025-03-13,SE,Stockholm,pm25,96,9.0,29.0,16.0,159.1
2025-09-04,SE,Stockholm,pm25,96,9.0,52.0,23.0,914.31
2024-01-10,SE,Stockholm,pm25,96,4.0,42.0,7.0,358.16
2024-09-09,SE,Stockholm,pm25,96,37.0,70.0,54.0,542.0
2024-09-21,SE,Stockholm,pm25,96,6.0,30.0,19.0,462.24
2024-02-13,SE,Stockholm,pm25,96,7.0,35.0,19.0,360.92
2024-07-27,SE,Stockholm,pm25,96,10.0,34.0,20.0,317.39
2024-09-15,SE,Stockholm,pm25,96,4.0,17.0,8.0,88.14
2024-10-29,SE,Stockholm,pm25,96,3.0,29.0,11.0,242.3
2025-10-26,SE,Stockholm,pm25,102,11.0,41.0,20.0,663.85
2024-01-09,SE,Stockholm,pm25,96,5.0,19.0,9.0,91.47
2024-09-13,SE,Stockholm,pm25,96,5.0,56.0,11.0,714.74
2024-09-14,SE,Stockholm,pm25,96,5.0,15.0,9.0,39.86
2025-02-26,SE,Stockholm,pm25,96,11.0,52.0,20.0,623.55
2025-04-13,SE,Stockholm,pm25,96,7.0,52.0,23.0,1839.51
2025-09-02,SE,Stockholm,pm25,96,13.0,36.0,23.0,270.47
2024-01-21,SE,Stockholm,pm25,96,4.0,48.0,17.0,1316.19
2024-05-22,SE,Stockholm,pm25,96,9.0,32.0,17.0,247.74
2024-10-25,SE,Stockholm,pm25,96,11.0,42.0,22.0,425.66
2024-11-19,SE,Stockholm,pm25,96,12.0,64.0,24.0,1227.74
2025-04-11,SE,Stockholm,pm25,96,4.0,28.0,11.0,227.36
2025-02-18,SE,Stockholm,pm25,96,5.0,57.0,9.0,1349.61
2025-03-17,SE,Stockholm,pm25,96,8.0,62.0,28.0,2231.1
2025-07-07,SE,Stockholm,pm25,72,7.0,26.0,14.0,255.82
2024-01-02,SE,Stockholm,pm25,93,6.0,18.0,10.0,79.33
2024-03-31,SE,Stockholm,pm25,92,7.0,49.0,26.0,980.33
2024-05-02,SE,Stockholm,pm25,73,6.0,31.0,12.0,294.93
2024-11-23,SE,Stockholm,pm25,96,6.0,54.0,10.0,850.24
2025-01-27,SE,Stockholm,pm25,96,3.0,65.0,23.0,2007.1
2025-11-05,SE,Stockholm,pm25,120,3.0,27.0,15.0,532.68
2025-07-23,SE,Stockholm,pm25,48,20.0,57.0,40.0,1392.7
2024-05-29,SE,Stockholm,pm25,95,12.0,64.0,50.0,2682.3
2024-07-18,SE,Stockholm,pm25,96,4.0,24.0,8.0,186.37
2024-11-04,SE,Stockholm,pm25,96,2.0,20.0,9.0,172.1
2025-04-22,SE,Stockholm,pm25,96,15.0,27.0,21.0,85.6
2025-07-12,SE,Stockholm,pm25,72,23.0,65.0,30.0,1649.79
2025-08-12,SE,Stockholm,pm25,96,6.0,20.0,12.0,126.38
2024-03-14,SE,Stockholm,pm25,96,4.0,65.0,51.0,4151.74
2024-05-03,SE,Stockholm,pm25,83,10.0,43.0,20.0,428.08
2024-07-04,SE,Stockholm,pm25,28,6.0,29.0,14.0,390.83
2025-07-05,SE,Stockholm,pm25,72,7.0,22.0,16.0,170.37
2025-08-09,SE,Stockholm,pm25,96,8.0,34.0,18.0,377.34
2025-07-24,SE,Stockholm,pm25,48,17.0,59.0,43.0,1998.19
2024-06-23,SE,Stockholm,pm25,96,6.0,26.0,10.0,213.1
2024-09-26,SE,Stockholm,pm25,96,9.0,49.0,14.0,340.81
2024-10-18,SE,Stockholm,pm25,96,13.0,56.0,34.0,1447.98
2024-12-20,SE,Stockholm,pm25,96,4.0,30.0,10.0,290.21
2025-02-11,SE,Stockholm,pm25,96,11.0,52.0,29.0,1218.34
2024-07-21,SE,Stockholm,pm25,95,19.0,41.0,28.0,291.25
2025-01-05,SE,Stockholm,pm25,96,7.0,98.0,14.0,4477.11
2025-03-11,SE,Stockholm,pm25,64,3.0,28.0,8.0,478.11
2024-04-01,SE,Stockholm,pm25,96,6.0,51.0,27.0,1414.63
2024-05-12,SE,Stockholm,pm25,96,7.0,33.0,19.0,273.02
2024-05-16,SE,Stockholm,pm25,96,16.0,52.0,28.0,566.3
2024-05-24,SE,Stockholm,pm25,96,18.0,56.0,37.0,752.42
2024-05-27,SE,Stockholm,pm25,96,19.0,83.0,37.0,1165.16
2025-07-10,SE,Stockholm,pm25,72,7.0,36.0,18.0,520.4
2025-10-29,SE,Stockholm,pm25,120,7.0,36.0,13.0,379.79
2025-04-15,SE,Stockholm,pm25,96,9.0,52.0,20.0,960.0
